label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1,0.616158127784729,0.7664416432380676,-1.8443368787757208e-07,0.5774576663970947,0.7357354164123535,-0.012016265653073788,0.534157395362854,0.639492392539978,-0.016061363741755486,0.530972957611084,0.5539810657501221,-0.023512305691838264,0.5628178715705872,0.5029258131980896,-0.0325005017220974,0.5810611248016357,0.5453570485115051,0.002053686184808612,0.563496470451355,0.46338409185409546,-0.01620076224207878,0.547383725643158,0.4014310836791992,-0.03065146505832672,0.5369606614112854,0.35179218649864197,-0.04270345717668533,0.6180596947669983,0.5450564026832581,-0.006730443332344294,0.5882149934768677,0.5043667554855347,-0.0399886816740036,0.5712113976478577,0.5733972191810608,-0.046141766011714935,0.5770123600959778,0.6204271912574768,-0.040559522807598114,0.6514269709587097,0.5637857913970947,-0.019112685695290565,0.6177226305007935,0.5236548185348511,-0.05466581881046295,0.596520721912384,0.5938336253166199,-0.0450572706758976,0.6030617356300354,0.6352351307868958,-0.028009241446852684,0.6827822923660278,0.5941098928451538,-0.032795388251543045,0.6445275545120239,0.5600483417510986,-0.05790684372186661,0.6237654685974121,0.6123979687690735,-0.04847320169210434,0.6306288242340088,0.6498399376869202,-0.03456590324640274
1,0.6677855253219604,0.7248441576957703,-1.0145986095722037e-07,0.6162645220756531,0.677207887172699,-0.01350289024412632,0.5865978598594666,0.5771948099136353,-0.025393454357981682,0.6020092964172363,0.4901396930217743,-0.040730733424425125,0.6257549524307251,0.4246836304664612,-0.05630141869187355,0.6127933263778687,0.4981202781200409,0.0007139882072806358,0.6007042527198792,0.4074151813983917,-0.02570917084813118,0.5843627452850342,0.3415037989616394,-0.03839210048317909,0.5785868167877197,0.2827945351600647,-0.04738426208496094,0.6540600657463074,0.5002557039260864,-0.010067440569400787,0.6324857473373413,0.419374942779541,-0.051011309027671814,0.6139616966247559,0.5014725923538208,-0.05155426636338234,0.6276791095733643,0.5438865423202515,-0.037396859377622604,0.6913031935691833,0.5204334855079651,-0.02564542554318905,0.6638603210449219,0.46918192505836487,-0.06642431020736694,0.6428555250167847,0.5500161647796631,-0.04846249148249626,0.6585077047348022,0.5793324708938599,-0.023402199149131775,0.7280064225196838,0.5497533082962036,-0.042796261608600616,0.6909235715866089,0.5117643475532532,-0.06613875925540924,0.6718005537986755,0.5709460973739624,-0.05087731033563614,0.6845775842666626,0.5960665345191956,-0.032716479152441025
1,0.6710790991783142,0.7418813705444336,-1.1691887635834064e-07,0.6232286691665649,0.6941409111022949,-0.017800260335206985,0.5898687839508057,0.5984970927238464,-0.03539299964904785,0.5992191433906555,0.5109375715255737,-0.05706341564655304,0.6257712244987488,0.4461868107318878,-0.07860364764928818,0.6192127466201782,0.5007753968238831,-0.006092871073633432,0.5997692346572876,0.3956167697906494,-0.036473143845796585,0.5843123197555542,0.3233581781387329,-0.047317858785390854,0.5835145115852356,0.26516959071159363,-0.05312447249889374,0.6618465781211853,0.50623619556427,-0.017410995438694954,0.6408733129501343,0.427731990814209,-0.06173090636730194,0.620934247970581,0.523183286190033,-0.05669720843434334,0.6343986392021179,0.5629754662513733,-0.03707456216216087,0.7016577124595642,0.5292119383811951,-0.0344972237944603,0.6694756746292114,0.48679119348526,-0.07844065874814987,0.6468226909637451,0.5746335983276367,-0.055876225233078,0.6625136733055115,0.5998906493186951,-0.026530686765909195,0.7388841509819031,0.5644193887710571,-0.05377783253788948,0.699870765209198,0.5268818736076355,-0.07703641057014465,0.6784765124320984,0.5910260081291199,-0.05755368992686272,0.6909154057502747,0.6170998215675354,-0.03578763082623482
1,0.6738067865371704,0.7651044130325317,-1.74404789277105e-07,0.620853066444397,0.7144345045089722,-0.01891971193253994,0.5819920301437378,0.6170023083686829,-0.03740718588232994,0.5908302068710327,0.524219810962677,-0.05995546653866768,0.6199012994766235,0.4568135440349579,-0.08196023106575012,0.617289125919342,0.5114789009094238,-0.005647786892950535,0.6027492880821228,0.40224960446357727,-0.03620853275060654,0.5881041288375854,0.3305361866950989,-0.04791807010769844,0.5873285531997681,0.27077358961105347,-0.05513578653335571,0.6622388362884521,0.5182666182518005,-0.016892291605472565,0.6389461159706116,0.44047677516937256,-0.06177208945155144,0.6186319589614868,0.5364112257957458,-0.058266859501600266,0.6330008506774902,0.5744339227676392,-0.04071737453341484,0.7022225856781006,0.5430846810340881,-0.03405752778053284,0.6692997217178345,0.4976462721824646,-0.07860927283763885,0.6458490490913391,0.585626482963562,-0.055986952036619186,0.6614717841148376,0.6106059551239014,-0.027283957228064537,0.7387111783027649,0.5810825228691101,-0.05362176150083542,0.7002032995223999,0.5392174124717712,-0.07694593071937561,0.678152859210968,0.602108359336853,-0.057634301483631134,0.6902403831481934,0.6278282999992371,-0.03647596016526222
1,0.6744813323020935,0.7728744745254517,-1.624151053647438e-07,0.618866503238678,0.7159668207168579,-0.020045612007379532,0.5807366967201233,0.6194357872009277,-0.03944281116127968,0.5883775353431702,0.5280508995056152,-0.06279776245355606,0.6195507049560547,0.46083033084869385,-0.08523793518543243,0.614547073841095,0.5109848380088806,-0.006726710591465235,0.5987544655799866,0.3989059329032898,-0.037223510444164276,0.5836554169654846,0.3279377222061157,-0.0492510162293911,0.582349419593811,0.267227441072464,-0.05686640739440918,0.6600128412246704,0.5186365842819214,-0.017959292978048325,0.634994626045227,0.44369328022003174,-0.06466283649206161,0.6151570677757263,0.5384871363639832,-0.06293024122714996,0.6296858787536621,0.578819751739502,-0.04666554182767868,0.701133131980896,0.5445380806922913,-0.034998275339603424,0.6664015054702759,0.4991593360900879,-0.08035656064748764,0.6437084674835205,0.5866207480430603,-0.058308109641075134,0.6598674654960632,0.613574743270874,-0.03002350963652134,0.7385430335998535,0.5840380787849426,-0.05457455664873123,0.6975572109222412,0.5435503721237183,-0.07739841938018799,0.6752628684043884,0.6065686345100403,-0.057681676000356674,0.687745988368988,0.6335089206695557,-0.03633883595466614
1,0.6730108857154846,0.778994083404541,-1.8444667659878178e-07,0.6146074533462524,0.7203357219696045,-0.019640261307358742,0.5758155584335327,0.6227474808692932,-0.03880053386092186,0.5865614414215088,0.5301332473754883,-0.062343332916498184,0.616972804069519,0.4627379775047302,-0.08509814739227295,0.6113988161087036,0.5139694809913635,-0.006076483987271786,0.5973578691482544,0.4024232029914856,-0.036856625229120255,0.5817803740501404,0.33182138204574585,-0.048415932804346085,0.5812476873397827,0.27016526460647583,-0.055746547877788544,0.6580524444580078,0.5222380757331848,-0.018119707703590393,0.6330552101135254,0.4451151192188263,-0.06559093296527863,0.611160159111023,0.5438767075538635,-0.0629352405667305,0.6266490817070007,0.5829734802246094,-0.04563257470726967,0.6996392607688904,0.5481064319610596,-0.03612762317061424,0.6648989915847778,0.5036149024963379,-0.08265221863985062,0.6411619186401367,0.5951361060142517,-0.05928705260157585,0.6586669683456421,0.62037193775177,-0.029713520780205727,0.7375088930130005,0.5872060060501099,-0.05672402307391167,0.6963617205619812,0.5477411150932312,-0.07944590598344803,0.6740046143531799,0.6124193668365479,-0.05860893055796623,0.6882427334785461,0.6373201012611389,-0.036535896360874176
1,0.672414243221283,0.7916027307510376,-1.7550837583257817e-07,0.6135307550430298,0.7297724485397339,-0.021908873692154884,0.576036810874939,0.6299893260002136,-0.042567282915115356,0.585997462272644,0.5367268919944763,-0.06756899505853653,0.616155207157135,0.4651883542537689,-0.09148390591144562,0.6145818829536438,0.519288957118988,-0.004421308636665344,0.6033401489257812,0.4101105332374573,-0.03534766286611557,0.5876595973968506,0.3399413824081421,-0.046612661331892014,0.5862019658088684,0.2790653705596924,-0.05337769165635109,0.6608960032463074,0.529787540435791,-0.015916232019662857,0.6360087990760803,0.45214903354644775,-0.06360349804162979,0.6127647757530212,0.5499224066734314,-0.06110077351331711,0.6274539828300476,0.5870464444160461,-0.0433741956949234,0.7021341323852539,0.5568751692771912,-0.03394016623497009,0.66768878698349,0.5096033215522766,-0.08149395138025284,0.6433449387550354,0.6010115146636963,-0.05878324434161186,0.6607146859169006,0.6256585717201233,-0.028885649517178535,0.7403442859649658,0.5965316891670227,-0.054680194705724716,0.7001283168792725,0.5533334016799927,-0.0776725709438324,0.6769312620162964,0.6178871989250183,-0.05683853477239609,0.6907645463943481,0.6438655853271484,-0.03425685688853264
1,0.6655292510986328,0.8062534332275391,-2.2298756618965854e-07,0.6096169352531433,0.7454534769058228,-0.02350766956806183,0.5728715062141418,0.6446285843849182,-0.04339788854122162,0.5824564695358276,0.5523638725280762,-0.06691954284906387,0.6148629188537598,0.4833628535270691,-0.08930141478776932,0.6125885248184204,0.5335323810577393,-0.00883927196264267,0.5992295742034912,0.42090708017349243,-0.04122362285852432,0.5834414958953857,0.3495079278945923,-0.054899223148822784,0.5814484357833862,0.28721708059310913,-0.0638510063290596,0.658264696598053,0.546168327331543,-0.020134005695581436,0.6355891227722168,0.46625176072120667,-0.07126569747924805,0.6103746891021729,0.5623007416725159,-0.07246381044387817,0.6218451857566833,0.6054874658584595,-0.0573379322886467,0.6996210217475891,0.5762081742286682,-0.037567779421806335,0.665923535823822,0.5271808505058289,-0.08844340592622757,0.639835000038147,0.6167593002319336,-0.06739270687103271,0.6550198197364807,0.6451619863510132,-0.0380544550716877,0.7376440763473511,0.6193022131919861,-0.05767416954040527,0.6970669031143188,0.5725796222686768,-0.08424146473407745,0.6723618507385254,0.636345624923706,-0.06434579938650131,0.6847668290138245,0.6653373837471008,-0.041869375854730606
1,0.6640295386314392,0.8300278186798096,-2.408746979654097e-07,0.6049827933311462,0.7788105010986328,-0.026525208726525307,0.5664627552032471,0.6733749508857727,-0.044342927634716034,0.5773880481719971,0.5786681175231934,-0.06373532861471176,0.6071929931640625,0.5094312429428101,-0.08143318444490433,0.599423348903656,0.5556274652481079,-0.01655089668929577,0.5860129594802856,0.43758657574653625,-0.05007101967930794,0.5746769309043884,0.36476197838783264,-0.06544327735900879,0.5738260746002197,0.3008943796157837,-0.07613588869571686,0.6500625610351562,0.565355122089386,-0.02560659497976303,0.6275537610054016,0.4881517291069031,-0.0771050900220871,0.6076106429100037,0.5808663964271545,-0.0799168199300766,0.6159893274307251,0.6263529062271118,-0.06734097748994827,0.6946349143981934,0.5953507423400879,-0.0405474528670311,0.6601898074150085,0.5556109547615051,-0.09250155836343765,0.6371703147888184,0.6444675922393799,-0.072659432888031,0.6476753950119019,0.6726205348968506,-0.04504263773560524,0.7344467639923096,0.6389164328575134,-0.058294713497161865,0.6925299763679504,0.6011329293251038,-0.08742266893386841,0.67051762342453,0.6663208603858948,-0.06934525072574615,0.679598331451416,0.6921597719192505,-0.04857223108410835
1,0.6596145629882812,0.8547472953796387,-1.7933537321823678e-07,0.5997202396392822,0.802875280380249,-0.02730732597410679,0.5600195527076721,0.6998540163040161,-0.04772711545228958,0.5652295351028442,0.606283962726593,-0.07086801528930664,0.5896130800247192,0.5345227122306824,-0.09214627742767334,0.5954815149307251,0.5728668570518494,-0.01478577870875597,0.5833240151405334,0.45326006412506104,-0.05055505037307739,0.5716759562492371,0.3793126940727234,-0.06678137928247452,0.5725470185279846,0.31583401560783386,-0.07736655324697495,0.6467102766036987,0.5835115313529968,-0.025075457990169525,0.6267645955085754,0.5077109932899475,-0.07805344462394714,0.6055297255516052,0.603925883769989,-0.0798475369811058,0.6157950162887573,0.6470722556114197,-0.06566660106182098,0.6917998194694519,0.6149375438690186,-0.04187801852822304,0.6586474776268005,0.5744715929031372,-0.09372963756322861,0.6330722570419312,0.66534024477005,-0.07161501795053482,0.6448221206665039,0.6913833022117615,-0.04224449768662453,0.7317581176757812,0.6610993146896362,-0.06191514432430267,0.6918871998786926,0.6259336471557617,-0.08931872248649597,0.6671360731124878,0.6906245350837708,-0.06906037777662277,0.6761550903320312,0.7143199443817139,-0.04660781845450401
